,Unnamed: 0,block,resp,theta,previous,contrast,state,stim*contrast,ID,correct,trial,previous_congruent,stim*contrast_congruent,Gl_Prob_State_ext,Gl_Prob_State_int,Predicted_state
13984,13984,28,0,1,-1,0.02,2,0.02,1,0,13985,1,0,0.9340074344952404,0.065992565504462,2
13985,13985,28,0,1,-1,0.02,2,0.02,1,0,13986,1,0,0.9541312631611234,0.0458687368389244,2
13986,13986,28,0,1,-1,0.02,2,0.02,1,0,13987,1,0,0.9639112989308654,0.0360887010691712,2
13987,13987,28,1,-1,1,0.02,2,-0.02,1,0,13988,1,0,0.9679566369162754,0.0320433630839338,2
13988,13988,28,0,-1,-1,0.02,2,-0.02,1,1,13989,1,1,0.968691960124609,0.0313080398758183,2
13989,13989,28,1,-1,1,0.05,2,-0.05,1,0,13990,1,0,0.9680549685575066,0.0319450314423628,2
13990,13990,28,0,-1,-1,0.02,2,-0.02,1,1,13991,1,1,0.962475200791442,0.0375247992083619,2
13991,13991,28,1,1,1,0.02,2,0.02,1,1,13992,1,1,0.952902676741464,0.0470973232582392,2
13992,13992,28,1,-1,1,0.01,2,-0.01,1,0,13993,1,0,0.9361641644163908,0.0638358355834091,2
13993,13993,28,0,1,-1,0.02,2,0.02,1,0,13994,1,0,0.9032004749894824,0.0967995250105067,2
13994,13994,28,1,1,1,0.01,2,0.01,1,1,13995,1,1,0.8370631877640332,0.1629368122354865,2
13995,13995,28,0,1,1,0.01,2,0.01,1,0,13996,0,0,0.7150186744369458,0.2849813255632745,2
13996,13996,28,0,-1,-1,0.1,2,-0.1,1,1,13997,1,1,0.8045894556808988,0.195410544318996,2
13997,13997,28,1,1,1,0.05,2,0.05,1,1,13998,1,1,0.8552199833997092,0.1447800166011621,2
13998,13998,28,0,1,-1,0.05,2,0.05,1,0,13999,1,0,0.8772871613008358,0.1227128386993136,2
13999,13999,28,1,1,1,0.1,2,0.1,1,1,14000,1,1,0.8677396650016326,0.132260334998793,2
14000,14000,29,1,1,0,0.02,2,0.02,1,1,14001,0,1,0.8392787558241026,0.1607212441753769,2
14001,14001,29,1,-1,1,0.1,2,-0.1,1,0,14002,1,0,0.826015642794041,0.1739843572064555,2
14002,14002,29,1,-1,1,0.01,2,-0.01,1,0,14003,1,0,0.760623533417461,0.2393764665828715,2
14003,14003,29,1,1,1,0.01,1,0.01,1,1,14004,1,1,0.6250524408987633,0.3749475591020692,2
14004,14004,29,1,1,-1,0.01,1,0.01,1,1,14005,0,1,0.3681315275099242,0.6318684724904958,1
14005,14005,29,1,-1,1,0.1,1,-0.1,1,0,14006,1,0,0.3856897731701316,0.6143102268289813,1
14006,14006,29,0,1,-1,0.1,1,0.1,1,0,14007,1,0,0.3194535972960931,0.6805464027031319,1
14007,14007,29,0,-1,1,0.01,1,-0.01,1,1,14008,0,1,0.1244246591085167,0.8755753408918103,1
14008,14008,29,1,1,1,0.02,1,0.02,1,1,14009,1,1,0.1169232212383189,0.8830767787614486,1
14009,14009,29,0,1,1,0.01,1,0.01,1,0,14010,0,0,0.048830458667853,0.9511695413318324,1
14010,14010,29,1,-1,1,0.02,1,-0.02,1,0,14011,1,0,0.0646401408599981,0.935359859139258,1
14011,14011,29,1,-1,-1,0.01,1,-0.01,1,0,14012,0,0,0.0285737606295783,0.971426239370766,1
14012,14012,29,0,1,1,0.05,1,0.05,1,0,14013,0,0,0.0506847153613727,0.9493152846391568,1
14013,14013,29,1,-1,1,0.05,1,-0.05,1,0,14014,1,0,0.2486062179859285,0.7513937820144413,1
14014,14014,29,0,-1,-1,0.1,1,-0.1,1,1,14015,1,1,0.3274434378998062,0.6725565621007775,1
14015,14015,29,0,-1,-1,0.1,1,-0.1,1,1,14016,1,1,0.3460947260687139,0.6539052739317154,1
14016,14016,29,0,-1,-1,0.01,1,-0.01,1,1,14017,1,1,0.309810707615629,0.6901892923847766,1
14017,14017,29,0,-1,1,0.01,1,-0.01,1,1,14018,0,1,0.1916954128457104,0.8083045871534006,1
14018,14018,29,1,-1,1,0.02,1,-0.02,1,0,14019,1,0,0.2378123464682085,0.7621876535325111,1
14019,14019,29,0,1,1,0.02,1,0.02,1,0,14020,0,0,0.2157405628658247,0.7842594371336441,1
14020,14020,29,1,1,1,0.05,1,0.05,1,1,14021,1,1,0.404106240751678,0.5958937592483449,1
14021,14021,29,1,1,1,0.02,2,0.02,1,1,14022,1,1,0.4967725101156946,0.5032274898840278,1
14022,14022,29,0,1,-1,0.1,2,0.1,1,0,14023,1,0,0.5207426110425608,0.4792573889569234,2
14023,14023,29,0,-1,-1,0.01,2,-0.01,1,1,14024,1,1,0.4638572645494732,0.5361427354508056,1
14024,14024,29,0,-1,-1,0.05,1,-0.05,1,1,14025,1,1,0.3194573488380599,0.6805426511617203,1
14025,14025,29,1,-1,-1,0.1,1,-0.1,1,0,14026,0,0,0.0435255195551258,0.9564744804442374,1
14026,14026,29,1,-1,-1,0.1,1,-0.1,1,0,14027,0,0,0.0128098495024672,0.9871901504970494,1
14027,14027,29,1,-1,-1,0.01,1,-0.01,1,0,14028,0,0,0.0231639815547355,0.9768360184456923,1
14028,14028,29,1,1,1,0.05,1,0.05,1,1,14029,1,1,0.1186929581774516,0.8813070418226658,1
14029,14029,29,0,-1,-1,0.02,1,-0.02,1,1,14030,1,1,0.1489508857958812,0.8510491142033612,1
14030,14030,29,0,-1,1,0.05,1,-0.05,1,1,14031,0,1,0.1201880285702364,0.8798119714298692,1
14031,14031,29,1,-1,1,0.05,1,-0.05,1,0,14032,1,0,0.2138259970435725,0.7861740029558819,1
14032,14032,29,0,-1,-1,0.05,1,-0.05,1,1,14033,1,1,0.2274790210030172,0.7725209789974159,1
14033,14033,29,0,1,1,0.1,1,0.1,1,0,14034,0,0,0.1805190396378949,0.8194809603622764,1
14034,14034,29,0,-1,-1,0.01,1,-0.01,1,1,14035,1,1,0.3313039071038119,0.6686960928962131,1
14035,14035,29,1,1,1,0.01,2,0.01,1,1,14036,1,1,0.389801711312691,0.6101982886874435,1
14036,14036,29,0,1,-1,0.01,2,0.01,1,0,14037,1,0,0.3815818622704787,0.6184181377299325,1
14037,14037,29,1,1,1,0.02,2,0.02,1,1,14038,1,1,0.2981762032506119,0.7018237967498928,1
14038,14038,29,0,-1,1,0.02,1,-0.02,1,1,14039,0,1,0.1131788885014919,0.8868211114989822,1
14039,14039,29,0,1,1,0.01,1,0.01,1,0,14040,0,0,0.1043938794164568,0.8956061205842966,1
14040,14040,29,0,-1,-1,0.02,1,-0.02,1,1,14041,1,1,0.2456196590989466,0.7543803409009793,1
14041,14041,29,1,1,1,0.05,1,0.05,1,1,14042,1,1,0.2992080981247393,0.7007919018745914,1
14042,14042,29,0,-1,1,0.02,1,-0.02,1,1,14043,0,1,0.2913872977769231,0.7086127022224736,1
14043,14043,29,0,-1,-1,0.05,2,-0.05,1,1,14044,1,1,0.5265415061786733,0.4734584938214697,2
14044,14044,29,0,-1,-1,0.02,2,-0.02,1,1,14045,1,1,0.651383234237856,0.34861676576216,2
14045,14045,29,0,1,-1,0.05,2,0.05,1,0,14046,1,0,0.7050636047077428,0.294936395291773,2
14046,14046,29,0,-1,-1,0.05,2,-0.05,1,1,14047,1,1,0.6994775799760115,0.3005224200232694,2
14047,14047,29,0,-1,-1,0.01,2,-0.01,1,1,14048,1,1,0.647680078367154,0.3523199216333232,2
14048,14048,29,1,-1,1,0.01,2,-0.01,1,0,14049,1,0,0.5230338795808875,0.4769661204185367,2
14049,14049,29,1,-1,-1,0.1,2,-0.1,1,0,14050,0,0,0.2698152022390929,0.7301847977612812,1
14050,14050,29,0,1,-1,0.02,2,0.02,1,0,14051,1,0,0.300803142837222,0.6991968571623172,1
14051,14051,29,0,-1,-1,0.05,2,-0.05,1,1,14052,1,1,0.2609858072234895,0.7390141927764032,1
14052,14052,29,0,1,1,0.01,2,0.01,1,0,14053,0,0,0.1458437358943184,0.8541562641060859,1
14053,14053,29,1,-1,1,0.1,1,-0.1,1,0,14054,1,0,0.1827171325183379,0.8172828674823382,1
14054,14054,29,1,1,-1,0.05,1,0.05,1,1,14055,0,1,0.1448592650847864,0.8551407349143133,1
14055,14055,29,1,1,1,0.01,1,0.01,1,1,14056,1,1,0.247619788182973,0.7523802118165736,1
14056,14056,29,0,-1,-1,0.01,1,-0.01,1,1,14057,1,1,0.2746372188392055,0.7253627811604909,1
14057,14057,29,1,1,-1,0.01,1,0.01,1,1,14058,0,1,0.2354464490953687,0.7645535509053145,1
14058,14058,29,1,-1,1,0.01,2,-0.01,1,0,14059,1,0,0.3965573471767266,0.6034426528235656,1
14059,14059,29,1,-1,1,0.05,2,-0.05,1,0,14060,1,0,0.4609936213040759,0.5390063786966409,1
14060,14060,29,0,1,-1,0.05,2,0.05,1,0,14061,1,0,0.4508727697546574,0.5491272302458448,1
14061,14061,29,0,1,-1,0.05,1,0.05,1,0,14062,1,0,0.3589845905596342,0.6410154094411983,1
14062,14062,29,0,1,1,0.01,1,0.01,1,0,14063,0,0,0.1362729258560099,0.8637270741446256,1
14063,14063,29,0,-1,1,0.05,1,-0.05,1,1,14064,0,1,0.1263786495390622,0.8736213504616512,1
14064,14064,29,0,-1,-1,0.05,1,-0.05,1,1,14065,1,1,0.2595501329964623,0.7404498670029366,1
14065,14065,29,0,-1,-1,0.1,2,-0.1,1,1,14066,1,1,0.3119724260264331,0.6880275739738487,1
14066,14066,29,0,-1,-1,0.01,1,-0.01,1,1,14067,1,1,0.3080538537565938,0.6919461462440946,1
14067,14067,29,0,1,1,0.05,1,0.05,1,0,14068,0,0,0.233210824721754,0.7667891752781809,1
14068,14068,29,1,1,1,0.01,1,0.01,1,1,14069,1,1,0.3495015744120591,0.6504984255886269,1
14069,14069,29,0,-1,-1,0.02,1,-0.02,1,1,14070,1,1,0.3860596932793079,0.6139403067212795,1
14070,14070,29,0,-1,-1,0.05,1,-0.05,1,1,14071,1,1,0.3575899849740612,0.6424100150262613,1
14071,14071,29,0,-1,-1,0.1,1,-0.1,1,1,14072,1,1,0.2583963235617683,0.7416036764377313,1
14072,14072,29,1,-1,-1,0.02,1,-0.02,1,0,14073,0,0,0.0672114689998996,0.9327885309995002,1
14073,14073,29,1,1,-1,0.1,1,0.1,1,1,14074,0,1,0.0523997069925935,0.9476002930069742,1
14074,14074,29,0,-1,1,0.05,1,-0.05,1,1,14075,0,1,0.1092693394419018,0.8907306605583135,1
14075,14075,29,0,-1,-1,0.05,1,-0.05,1,1,14076,1,1,0.4587564278919046,0.5412435721076841,1
14076,14076,29,0,1,-1,0.05,1,0.05,1,0,14077,1,0,0.651536628215546,0.3484633717839557,2
14077,14077,29,1,-1,1,0.05,1,-0.05,1,0,14078,1,0,0.7362621862325744,0.2637378137677081,2
14078,14078,29,0,-1,-1,0.05,2,-0.05,1,1,14079,1,1,0.759546808184928,0.2404531918159311,2
14079,14079,29,0,1,-1,0.02,2,0.02,1,0,14080,1,0,0.7448797971239484,0.2551202028760898,2
14080,14080,29,1,-1,1,0.02,2,-0.02,1,0,14081,1,0,0.676229600603762,0.3237703993970998,2
14081,14081,29,1,-1,1,0.02,2,-0.02,1,0,14082,1,0,0.5237746085783457,0.4762253914212236,2
14082,14082,29,0,-1,1,0.05,2,-0.05,1,1,14083,0,1,0.2185153281838794,0.7814846718168365,1
14083,14083,29,0,1,-1,0.02,1,0.02,1,0,14084,1,0,0.1880648813186258,0.8119351186817112,1
14084,14084,29,0,-1,1,0.05,1,-0.05,1,1,14085,0,1,0.0750929580398959,0.9249070419608092,1
14085,14085,29,0,1,-1,0.05,1,0.05,1,0,14086,1,0,0.075783529978473,0.9242164700222076,1
14086,14086,29,0,1,1,0.05,1,0.05,1,0,14087,0,0,0.0150562405369001,0.9849437594638356,1
14087,14087,29,1,1,-1,0.01,1,0.01,1,1,14088,0,1,0.0096071114678163,0.9903928885318474,1
14088,14088,29,1,1,1,0.02,1,0.02,1,1,14089,1,1,0.0282384631515672,0.971761536848792,1
14089,14089,29,0,1,1,0.1,1,0.1,1,0,14090,0,0,0.0065924748277653,0.9934075251714972,1
14090,14090,29,0,-1,1,0.02,1,-0.02,1,1,14091,0,1,0.0078415001216346,0.992158499878688,1
14091,14091,29,0,-1,-1,0.01,1,-0.01,1,1,14092,1,1,0.0285176050976229,0.971482394902806,1
14092,14092,29,0,1,1,0.1,1,0.1,1,0,14093,0,0,0.0079099034737013,0.9920900965255632,1
14093,14093,29,1,1,-1,0.05,1,0.05,1,1,14094,0,1,0.0128334687593256,0.9871665312404192,1
14094,14094,29,1,1,1,0.01,1,0.01,1,1,14095,1,1,0.0551283824646831,0.9448716175359628,1
14095,14095,29,1,-1,-1,0.02,1,-0.02,1,0,14096,0,0,0.0483441400371907,0.9516558599619568,1
14096,14096,29,0,-1,-1,0.05,2,-0.05,1,1,14097,1,1,0.1435843582196111,0.8564156417806996,1
14097,14097,29,0,1,-1,0.05,2,0.05,1,0,14098,1,0,0.1716434851026398,0.8283565148967843,1
14098,14098,29,1,1,1,0.1,2,0.1,1,1,14099,1,1,0.1306965327724486,0.8693034672272208,1
14099,14099,29,1,1,-1,0.1,1,0.1,1,1,14100,0,1,0.0265341366790154,0.9734658633207104,1
14100,14100,29,0,1,1,0.05,1,0.05,1,0,14101,0,0,0.0068342779837507,0.993165722016168,1
14101,14101,29,1,1,-1,0.02,1,0.02,1,1,14102,0,1,0.0074972068989263,0.992502793100168,1
14102,14102,29,0,1,-1,0.02,1,0.02,1,0,14103,1,0,0.0285016333443659,0.9714983666560256,1
14103,14103,29,0,-1,1,0.01,1,-0.01,1,1,14104,0,1,0.0066950169916024,0.993304983008735,1
14104,14104,29,1,-1,-1,0.05,1,-0.05,1,0,14105,0,0,0.0032779283774256,0.9967220716230832,1
14105,14105,29,0,-1,1,0.02,1,-0.02,1,1,14106,0,1,0.0068742985335865,0.9931257014655596,1
14106,14106,29,0,1,-1,0.02,1,0.02,1,0,14107,1,0,0.0287985521700954,0.9712014478290952,1
14107,14107,29,1,-1,-1,0.1,1,-0.1,1,0,14108,0,0,0.0078102561062049,0.9921897438937314,1
14108,14108,29,0,-1,1,0.02,1,-0.02,1,1,14109,0,1,0.0139912920451596,0.9860087079543572,1
14109,14109,29,1,1,1,0.1,1,0.1,1,1,14110,1,1,0.0626681449409032,0.937331855058341,1
14110,14110,29,0,1,-1,0.02,1,0.02,1,0,14111,1,0,0.0657334090879504,0.934266590912734,1
14111,14111,29,0,-1,1,0.02,1,-0.02,1,1,14112,0,1,0.0132266707239482,0.9867733292766774,1
14112,14112,29,1,1,-1,0.1,1,0.1,1,1,14113,0,1,0.0048869644041023,0.995113035595605,1
14113,14113,29,1,-1,-1,0.05,1,-0.05,1,0,14114,0,0,0.0031471652294984,0.9968528347707394,1
14114,14114,29,1,1,-1,0.02,1,0.02,1,1,14115,0,1,0.0079441385197679,0.9920558614804372,1
14115,14115,29,0,1,-1,0.01,2,0.01,1,0,14116,1,0,0.0389523221261347,0.9610476778743356,1
14116,14116,29,0,-1,1,0.01,1,-0.01,1,1,14117,0,1,0.0240670897094082,0.9759329102896912,1
14117,14117,29,1,-1,1,0.05,1,-0.05,1,0,14118,1,0,0.0559594715189198,0.9440405284814428,1
14118,14118,29,0,-1,1,0.02,1,-0.02,1,1,14119,0,1,0.0359423735739537,0.9640576264264582,1
14119,14119,29,0,-1,-1,0.1,1,-0.1,1,1,14120,1,1,0.0762929852890006,0.9237070147115573,1
14120,14120,29,1,-1,-1,0.1,1,-0.1,1,0,14121,0,0,0.0703811281432911,0.929618871856558,1
14121,14121,29,1,-1,1,0.02,2,-0.02,1,0,14122,1,0,0.2263406915752236,0.7736593084253881,1
14122,14122,29,1,1,1,0.1,2,0.1,1,1,14123,1,1,0.2850057649162936,0.7149942350841629,1
14123,14123,29,1,1,-1,0.02,2,0.02,1,1,14124,0,1,0.2875222150921369,0.7124777849086955,1
14124,14124,29,1,1,1,0.1,2,0.1,1,1,14125,1,1,0.5706637323891525,0.4293362676112135,2
14125,14125,29,0,-1,-1,0.05,2,-0.05,1,1,14126,1,1,0.7410117201367885,0.258988279862792,2
14126,14126,29,0,1,-1,0.02,2,0.02,1,0,14127,1,0,0.8353028421847872,0.1646971578156654,2
14127,14127,29,1,1,1,0.05,2,0.05,1,1,14128,1,1,0.8781702599691076,0.121829740030934,2
14128,14128,29,1,-1,1,0.1,2,-0.1,1,0,14129,1,0,0.8971661043435022,0.1028338956571398,2
14129,14129,29,0,-1,-1,0.05,2,-0.05,1,1,14130,1,1,0.8851194763453125,0.1148805236543656,2
14130,14130,29,1,1,1,0.02,2,0.02,1,1,14131,1,1,0.8510173330470078,0.1489826669522217,2
14131,14131,29,1,1,1,0.02,2,0.02,1,1,14132,1,1,0.7799668724297057,0.2200331275695289,2
14132,14132,29,0,1,1,0.05,1,0.05,1,0,14133,0,0,0.6447837610787486,0.3552162389207728,2
14133,14133,29,0,1,-1,0.05,2,0.05,1,0,14134,1,0,0.7439763852003215,0.2560236147993979,2
14134,14134,29,1,1,1,0.01,2,0.01,1,1,14135,1,1,0.7768164255531393,0.2231835744463629,2
14135,14135,29,1,1,1,0.02,2,0.02,1,1,14136,1,1,0.7695380825679843,0.2304619174322628,2
14136,14136,29,0,1,-1,0.02,2,0.02,1,0,14137,1,0,0.7206238758556214,0.2793761241441809,2
14137,14137,29,0,1,-1,0.05,2,0.05,1,0,14138,1,0,0.6010429149991724,0.3989570850016086,2
14138,14138,29,0,-1,1,0.02,2,-0.02,1,1,14139,0,1,0.3424942152332385,0.6575057847673853,1
14139,14139,29,1,-1,1,0.1,2,-0.1,1,0,14140,1,0,0.3477274456829934,0.6522725543175895,1
14140,14140,29,0,1,-1,0.1,1,0.1,1,0,14141,1,0,0.2664205833513305,0.7335794166481473,1
14141,14141,29,0,1,1,0.01,1,0.01,1,0,14142,0,0,0.0437865908832524,0.956213409117212,1
14142,14142,29,0,-1,1,0.01,1,-0.01,1,1,14143,0,1,0.0098729781784715,0.9901270218221072,1
14143,14143,29,1,-1,-1,0.01,1,-0.01,1,0,14144,0,0,0.0056226049169805,0.9943773950837484,1
14144,14144,29,1,1,-1,0.01,1,0.01,1,1,14145,0,1,0.0152596643780155,0.9847403356216882,1
14145,14145,29,1,1,-1,0.1,1,0.1,1,1,14146,0,1,0.0840431300219875,0.9159568699783324,1
14146,14146,29,0,1,-1,0.02,1,0.02,1,0,14147,1,0,0.4494432984305715,0.5505567015686282,1
14147,14147,29,1,1,1,0.1,1,0.1,1,1,14148,1,1,0.6305627149361339,0.3694372850641826,2
14148,14148,29,1,-1,1,0.01,1,-0.01,1,0,14149,1,0,0.7356078312167499,0.2643921687826046,2
14149,14149,29,0,-1,-1,0.05,2,-0.05,1,1,14150,1,1,0.7786498196768646,0.2213501803226929,2
14150,14150,29,1,1,1,0.05,2,0.05,1,1,14151,1,1,0.7842912223431726,0.2157087776569209,2
14151,14151,29,0,-1,-1,0.02,2,-0.02,1,1,14152,1,1,0.7555557218237695,0.2444442781756358,2
14152,14152,29,0,-1,1,0.01,2,-0.01,1,1,14153,0,1,0.6765515608058712,0.3234484391946386,2
14153,14153,29,0,1,-1,0.02,2,0.02,1,0,14154,1,0,0.8107179257192035,0.1892820742815273,2
14154,14154,29,0,-1,-1,0.02,2,-0.02,1,1,14155,1,1,0.8766332070131124,0.1233667929867951,2
14155,14155,29,1,-1,1,0.1,2,-0.1,1,0,14156,1,0,0.9093909496233872,0.0906090503762478,2
14156,14156,29,1,-1,1,0.02,2,-0.02,1,0,14157,1,0,0.9125757123150396,0.087424287685505,2
14157,14157,29,0,1,-1,0.05,2,0.05,1,0,14158,1,0,0.8957881001415888,0.1042118998585618,2
14158,14158,29,0,-1,-1,0.01,2,-0.01,1,1,14159,1,1,0.8466085072067041,0.1533914927937992,2
14159,14159,29,0,-1,-1,0.05,2,-0.05,1,1,14160,1,1,0.7501567973939629,0.2498432026058598,2
14160,14160,29,1,1,1,0.02,2,0.02,1,1,14161,1,1,0.5773874853868743,0.4226125146122533,2
14161,14161,29,0,-1,1,0.02,1,-0.02,1,1,14162,0,1,0.2586757302810776,0.7413242697187945,1
14162,14162,29,0,-1,1,0.1,1,-0.1,1,1,14163,0,1,0.2359589136189025,0.7640410863806473,1
14163,14163,29,1,-1,1,0.05,1,-0.05,1,0,14164,1,0,0.3771609221508153,0.6228390778483244,1
14164,14164,29,1,1,1,0.02,1,0.02,1,1,14165,1,1,0.4218489077025199,0.5781510922965719,1
14165,14165,29,0,-1,-1,0.1,1,-0.1,1,1,14166,1,1,0.4031063396037856,0.5968936603967064,1
14166,14166,29,1,-1,1,0.1,1,-0.1,1,0,14167,1,0,0.3256067774696872,0.6743932225307095,1
14167,14167,29,1,1,-1,0.1,1,0.1,1,1,14168,0,1,0.1140944106278105,0.8859055893717972,1
14168,14168,29,0,-1,1,0.05,1,-0.05,1,1,14169,0,1,0.0888228485173738,0.9111771514831666,1
14169,14169,29,0,-1,-1,0.05,1,-0.05,1,1,14170,1,1,0.1662428845352926,0.8337571154638296,1
14170,14170,29,0,1,1,0.05,1,0.05,1,0,14171,0,0,0.1801999119540712,0.8198000880461791,1
14171,14171,29,0,-1,-1,0.05,1,-0.05,1,1,14172,1,1,0.4752159484721436,0.5247840515286699,1
14172,14172,29,1,-1,1,0.02,1,-0.02,1,0,14173,1,0,0.6353951338640871,0.3646048661361886,2
14173,14173,29,1,-1,1,0.01,1,-0.01,1,0,14174,1,0,0.7065321581289808,0.2934678418706146,2
14174,14174,29,0,1,-1,0.01,1,0.01,1,0,14175,1,0,0.7221448696846344,0.2778551303153765,2
14175,14175,29,0,-1,-1,0.02,2,-0.02,1,1,14176,1,1,0.6876667888684054,0.3123332111313586,2
14176,14176,29,0,-1,1,0.1,2,-0.1,1,1,14177,0,1,0.5933427051854596,0.4066572948136647,2
14177,14177,29,0,1,-1,0.05,2,0.05,1,0,14178,1,0,0.6842826358806197,0.3157173641201917,2
14178,14178,29,0,-1,-1,0.1,1,-0.1,1,1,14179,1,1,0.7061219940332829,0.2938780059662773,2
14179,14179,29,1,-1,1,0.1,1,-0.1,1,0,14180,1,0,0.6906816854706644,0.3093183145289539,2
14180,14180,29,1,1,-1,0.02,1,0.02,1,1,14181,0,1,0.6014396693543651,0.3985603306453018,2
14181,14181,29,1,1,1,0.01,1,0.01,1,1,14182,1,1,0.7368443853174949,0.2631556146821729,2
14182,14182,29,1,1,1,0.01,1,0.01,1,1,14183,1,1,0.803272993479447,0.1967270065202185,2
14183,14183,29,1,1,1,0.02,2,0.02,1,1,14184,1,1,0.8272394678396093,0.1727605321607429,2
14184,14184,29,0,-1,-1,0.02,1,-0.02,1,1,14185,1,1,0.8193828667485573,0.1806171332507771,2
14185,14185,29,1,-1,1,0.01,2,-0.01,1,0,14186,1,0,0.7755352509374659,0.2244647490631889,2
14186,14186,29,1,-1,1,0.02,2,-0.02,1,0,14187,1,0,0.6743924013822676,0.3256075986177517,2
14187,14187,29,0,-1,1,0.01,1,-0.01,1,1,14188,0,1,0.4688681536732187,0.5311318463263444,1
14188,14188,29,0,1,-1,0.02,1,0.02,1,0,14189,1,0,0.5081764149851634,0.4918235850143329,2
14189,14189,29,0,-1,-1,0.05,1,-0.05,1,1,14190,1,1,0.4799518860867353,0.520048113913256,1
14190,14190,29,0,1,-1,0.1,1,0.1,1,0,14191,1,0,0.3848392440571978,0.6151607559423078,1
14191,14191,29,1,1,-1,0.01,1,0.01,1,1,14192,0,1,0.1380152708309973,0.8619847291698072,1
14192,14192,29,0,1,1,0.05,1,0.05,1,0,14193,0,0,0.1232265570024905,0.8767734429968033,1
14193,14193,29,1,-1,1,0.1,2,-0.1,1,0,14194,1,0,0.2815097491000035,0.7184902509000151,1
14194,14194,29,1,-1,1,0.05,2,-0.05,1,0,14195,1,0,0.3285881028944045,0.6714118971048756,1
14195,14195,29,1,1,-1,0.02,2,0.02,1,1,14196,0,1,0.3013384213265848,0.6986615786732717,1
14196,14196,29,1,-1,1,0.01,2,-0.01,1,0,14197,1,0,0.5079584632703096,0.4920415367292793,2
14197,14197,29,1,-1,1,0.05,2,-0.05,1,0,14198,1,0,0.6040879856238583,0.3959120143753733,2
14198,14198,29,0,1,-1,0.01,2,0.01,1,0,14199,1,0,0.6255900023447775,0.3744099976551537,2
14199,14199,29,1,-1,1,0.01,2,-0.01,1,0,14200,1,0,0.5881754266214718,0.4118245733786437,2
14200,14200,29,0,1,1,0.02,1,0.02,1,0,14201,0,0,0.4769802017562926,0.5230197982442095,1
14201,14201,29,1,1,1,0.01,2,0.01,1,1,14202,1,1,0.5907035829133074,0.4092964170874948,2
14202,14202,29,0,1,-1,0.1,2,0.1,1,0,14203,1,0,0.6330271873194373,0.3669728126812689,2
14203,14203,29,0,-1,1,0.1,2,-0.1,1,1,14204,0,1,0.6029125749047661,0.3970874250945611,2
14204,14204,29,0,1,-1,0.1,2,0.1,1,0,14205,1,0,0.7834739449220299,0.2165260550775182,2
14205,14205,29,1,-1,1,0.02,2,-0.02,1,0,14206,1,0,0.8613009165998805,0.138699083400895,2
14206,14206,29,1,-1,1,0.1,2,-0.1,1,0,14207,1,0,0.8972611536245563,0.1027388463754347,2
14207,14207,29,1,1,1,0.1,2,0.1,1,1,14208,1,1,0.900310263134743,0.099689736864514,2
14208,14208,29,0,1,-1,0.05,2,0.05,1,0,14209,1,0,0.8908230356876268,0.1091769643117277,2
14209,14209,29,0,-1,-1,0.05,2,-0.05,1,1,14210,1,1,0.8498952042562081,0.150104795743117,2
14210,14210,29,1,-1,1,0.1,2,-0.1,1,0,14211,1,0,0.7723147651080979,0.2276852348916582,2
14211,14211,29,0,-1,1,0.1,2,-0.1,1,1,14212,0,1,0.5939816397194645,0.406018360280479,2
14212,14212,29,1,-1,1,0.1,2,-0.1,1,0,14213,1,0,0.6254011806544012,0.3745988193450947,2
14213,14213,29,0,-1,1,0.1,2,-0.1,1,1,14214,0,1,0.5856080083780384,0.4143919916228404,2
14214,14214,29,0,-1,-1,0.02,2,-0.02,1,1,14215,1,1,0.7488212934717914,0.251178706529103,2
14215,14215,29,0,1,-1,0.01,2,0.01,1,0,14216,1,0,0.8341237438238035,0.1658762561769315,2
14216,14216,29,1,1,1,0.05,2,0.05,1,1,14217,1,1,0.8719507355045882,0.1280492644946358,2
14217,14217,29,1,1,1,0.02,2,0.02,1,1,14218,1,1,0.885876323397336,0.1141236766029771,2
14218,14218,29,0,1,-1,0.05,2,0.05,1,0,14219,1,0,0.8779353135536904,0.1220646864463143,2
14219,14219,29,1,1,1,0.1,2,0.1,1,1,14220,1,1,0.8359324137106724,0.1640675862885636,2
14220,14220,29,1,-1,1,0.02,2,-0.02,1,0,14221,1,0,0.7630376609932688,0.2369623390063413,2
14221,14221,29,1,1,1,0.02,1,0.02,1,1,14222,1,1,0.613504689667064,0.3864953103326515,2
14222,14222,29,1,1,-1,0.05,1,0.05,1,1,14223,0,1,0.3362809013352155,0.6637190986644109,1
14223,14223,29,0,1,1,0.02,1,0.02,1,0,14224,0,0,0.3340703813992178,0.665929618601335,1
14224,14224,29,1,-1,1,0.01,1,-0.01,1,0,14225,1,0,0.6265288196725951,0.3734711803271786,2
14225,14225,29,1,1,1,0.1,2,0.1,1,1,14226,1,1,0.7783314263227132,0.2216685736769719,2
14226,14226,29,0,1,-1,0.01,2,0.01,1,0,14227,1,0,0.8719501097926035,0.1280498902077811,2
14227,14227,29,1,-1,1,0.02,2,-0.02,1,0,14228,1,0,0.91988693280704,0.0801130671934373,2
14228,14228,29,0,1,-1,0.02,2,0.02,1,0,14229,1,0,0.9437711367444106,0.056228863255822,2
14229,14229,29,0,-1,-1,0.1,2,-0.1,1,1,14230,1,1,0.9537564769819056,0.0462435230183773,2
14230,14230,29,1,1,1,0.01,2,0.01,1,1,14231,1,1,0.9615577497583384,0.0384422502415157,2
